cat_user_id,cat_comment_time,cat_user_name,cat_user_comment,cat_user_pic,cat_score
,2018-05-19,善了哉的,"在南昌出差住到了,，穿过了旁边的万达茂就到了南昌万达主题乐园，据说这里是花了很大的精力又加上重金打造，且融合本土特色的主题乐园，里面有诸多的亚洲第一和主题景区，过山车和主题表演都吸引了众多的游客。这几天天气异常的炎热，加上又是独自一个人，缺少了一起去游玩的乐趣，所以只在外面逛了逛，值得一提的是，虽然主题乐园到处都是宣传打击黄牛的广告，但是沿途的黄牛依然是众多。",,
,2018-05-14,上善若水,在我们江西那是绝对第一，真正家门口的顶级主题公园，非常适合带有小朋友和大朋友的家人游人们娱乐,,
,2018-05-09,_WeCh****878233,听说万达乐园是个好玩的地方，过几天准备去玩一下，准备好好的体验一番,,
,2018-05-09,Duke_Xiao,游玩的东西还是蛮多的，可以去玩玩,,
,2018-05-07,_CFT01****9713935,很牛逼，南昌一直没有什么特色，以后有人问南昌哪里好玩，我可以骄傲的说，南昌万达乐园了,,
,2018-05-05,kiki96,一般一般，省内游客多！ 厕所设计最赞，有足够的数量，不用担心找厕所难的问题……,,
,2018-05-01,_CFT0****3427,混乱，黄牛遍地，秩序不要，体验极差，来了就不想第二次啦，,,
,2018-04-30,M41****849,兑换很方便，而且墨西哥卷饼很好吃，价廉物美。,,
,2018-04-30,余运惟,这个地方真不错，很好玩，非常刺激，设施齐全，值得去玩,,
,2018-04-29,_CFT0****9522,还可以，挺不错的，可以当时没买学生票。推荐去,,
,2018-04-25,M26****1105,挺好的   五一还想去玩一下。,,
,2018-04-23,D43****84,喜欢旅游，不在乎目的地，在乎的是沿途的风景和看风景的心情。放松自我无拘无束， 在陌生的环境有别样的味道，喜欢水的清澈，喜欢山的秀美，喜欢古迹的沧桑，喜欢沿途的惊艳,,
,2018-04-17,cops,"挺刺激的，适合,玩，挑战自己！就是半天不够玩啊，下次早上就要去！",,
,2018-04-13,_WeCh****066653,过山车很刺激，里面设施都很不错，去的两次都玩的很开心，虽然排队要2个小时，但是还是很开心,,
,2018-04-12,_WeCh****523254,为什么门票不能退订，明天下雨，去不了，难道我就这样浪费了？,,
,2018-04-11,M26****7675,带孩子去的，孩子喜欢去，很开心！下次还去！,,
,2018-04-06,蝴蝶兰风静,听去过的朋友说好玩，我想去，有时间闲逛，评价期待100分吧,,
,2018-04-06,zh****05,人挺多的，还是挺好玩的地方，还行。,,
,2018-04-06,M24****0146,不好玩，不值得，玩个项目排两小时队，就像是逛了场公园。,,
,2018-04-06,M22****5243,好玩的人多，要排2个小时，最后就像来逛了公园一样，在里面呆了一个小时不到就出来了。,,
,2018-04-05,ha****n_,十一去的，每个项目都要排几个小时队，过山车真是炫酷刺激，漂流太缓了，没玩几个项目就到点了，不让玩儿，看了喷泉表演还不错，还有杂技也是棒极了！,,
,2018-04-05,_WeCh****316526,带着小孩可以玩一整天，过山车刺激……,,
,2018-04-05,M23****8952,去年活动的时候去了一次，里面环境不错，由于是带着小孩一起去的，所以也就纯粹是去看，一样都没体验，有机会还是想着去玩一次的,,
,2018-04-04,136****0666,和迪士尼比还是有差距，硬件不错，但是内涵不足，,,
,2018-04-04,西北,南昌万达主题乐园由竹林秘境、云霄仙阁、鄱阳渔家、五彩瓷都、仙女奇缘、世外桃源六大主题区组成。,,
,2018-03-14,樱桃小丸子-,需要排队的还是比较少的，很多项目维修中都没开,,
,2018-03-02,M25****4967,还好啦，人多很麻烦，要排队，靠智慧，人少的时候去就很完美了,,
,2018-02-28,_cft01****1357985,还不错吧，一个人玩，好多不用怎么排队,,
,2018-02-27,M22****5543,很值得去，游乐项目多，有些很刺激,,
,2018-02-25,M33****162,非常满意的一次出行，带孩子玩得很开心，尤其酒店环境优美，孩子特别喜欢！,,
,2018-02-20,M46****551,超棒的，有很多游乐项目，一天玩下来还意犹未尽呢，下次还要来,,
,2018-02-08,M38****16,这里真的不错值得去玩，跳楼机和云霄飞车好刺激,,
,2018-02-07,M24****5194,很好啊，可惜自己是个胆小鬼，不敢玩高高的过山车，去抢儿童区的位子,,
,2018-01-19,JOY7799,万达这究竟是开了多少个主题乐园？我觉得挺好玩的哦。,,
,2018-01-11,187****0838,晚上去的，很多设施没开放，一般般，性价比不高!,,
,2018-01-05,happy小猫,很刺激，就是不给带吃的进去，适合很多人去哦,,
,2018-01-04,南栀丶倾心寒,十月份去的，搞活动玩了一天挺累挺开心的,,
,2018-01-04,塔旺帕楚庄王,过山车控必去的地方，云霄飞车，丛林巨蟒都很刺激，最好淡季去，丛林巨蟒一天坐了四次完全不用排队，可惜的是当天直冲云霄没开.,,
,2018-01-02,M25****610,酒店不错，乐园不错，适合小孩子玩！性价比算是很好了,,
,2017-12-31,_WeCh****392593,整个乐园就是大写的两个字“垃圾”，每个项目没有预计等待时间，门口也不提醒夜场票不能玩过山车之类的项目，让人白跑一趟。,,
,2017-12-30,M24****858,问下各位，元旦演唱会要另加钱的嘛,,
,2017-12-27,M97****90,项目太多了，一天玩不完，好玩。,,
,2017-12-25,M25****8410,"像个,7点到的平安夜有演唱会 买了6张票 有点不方便 要找导游取票不是在自动取票机取票 哎 98块钱感觉挺贵的 没玩什么就是听了下演唱会",,
,2017-12-25,_CFT0****6111,很好玩，已经去过两次了，还是想去,,
,2017-12-25,新百面子,去过两次了，觉得很好玩，主要玩了丛林巨蟒，竹制的过山车，还有龙飞凤舞，最可惜的就是两次去了都没有玩到鱼跃龙门，好可惜啊，真想再去一次，跳楼机太可怕了，,,
,2017-12-24,_WeCh****173405,最垃圾没有之一，因为不可抗力因素超过取票时间，居然不给解决方案，不退钱不解决，一句抱歉有个屁用，人不多的时候还是不要提前订票了，售票处门口有的是买多了票的，或者票贩子，便宜到无法想象，而且夜场的时候好多项目都不开，晚上灯都开的不多，黑乎乎的，网上订票完全不值这个价格,,
,2017-12-23,D61****52,比较有意思，感兴趣的可以看看。,,
,2017-12-20,远离地面十万英尺,非常不错的  海洋公园景色不错 世界最,,
,2017-12-13,M23****3738,不错   挺适合在校学生去的  价格还有各方面都不错,,
,2017-12-09,M30****071,我是买的夜票去的，好处是能看到精彩的灯光表演，但是大多数项目晚上都是关闭的比如两个过山车，因此，白天晚上都去一下是最好的选择。,,
,2017-12-08,在路上,还可以了，有地铁比较方便，虽然远了点。,,
,2017-12-07,MANDY,借鉴了迪士尼模式 但没学好精髓 整体感觉粗糙 除了刺激的项目外 别的项目设备土 糙 像回到二十年前,,
,2017-12-04,携程旅行顾问若水三千,"难得的好天气，赶紧浪起来 万达海洋乐园学生票78/人， （买主题、海洋送,门票，,门票仅23-24号用） 滕王宴乐55/人 狮子峰大学生38/人， ,大学生38/人， 欢迎大佬砸单，180705934",,
,2017-12-04,xiao恐龙,很新，有很多主题模块，赶上万圣节还看到了很多外国人的表演，门票也不贵,,
,2017-11-29,_WeCh****460569,这时去划不来，很多项目在维护没开放，里面还有小项目得加钱才能玩，周五去的，很多小孩闹哄哄的，年轻很少，竹林绿莽没开放，不过云宵飞车很刺激,,
,2017-11-24,M56****416,淡季人很少，几乎包场，设备较新，就是网上订票需要招导游取票，不方便，门口黄牛多，他们的票（¥150）真实性不确定，不过现在还是有人买的，小孩玩的开心就好！,,
,2017-11-19,M11****110,不错。。。。。。。。。。。。。。。。。。。。。。。,,
,2017-11-05,_WeCh****030294,还可以，就是人太多了，没有玩到几个东西,,
,2017-11-01,浅淡奔,云霄飞车很刺激 但是晕车者慎入 还有应该是鱼跃龙门吧也很好玩 碰碰车哪的游乐场都有 节假日游客挺多 建议平时去 不要在节假日蜂拥而至,,
,2017-10-31,小林林疯癫,感觉很好   玩的开心 不错的,,
,2017-10-30,开封小布鞋,值得一来 中国第一个 不错 不错,,
,2017-10-26,_WeCh****303191,还不错啊，今天不知是不是赶上中小学生秋游日，超级多的孩子在里面，不过排起队来还是很快啦，万圣节快到了呀，所以里面有很多装扮很好看的。晚上万圣节晚会，不过因为同行的朋友晚上又事情所以没有呆到晚上。还有很多水上的项目都在检修略有点小遗憾，鬼屋有真人在然后叫他不要吓我们，还把头套摘下来啦哈哈哈哈哈(ಡωಡ)hiahiahia 特别耿直的小哥哥。,,
,2017-10-23,_WeCh****462908,人很少，设备都开，不用排队，好玩，南昌是个好地方,,
,2017-10-23,末离-,去的时候人超多 四五个小时玩两三个项目 大摆锤还是很刺激的,,
,2017-10-21,_WeCh****011522,很好玩ovo夜场灯光秀很震撼。在带弟弟去一次,,
,2017-10-20,_WeCh****021729,破7特咯楼，办拔掉你在哪儿呢。,,
,2017-10-19,M54****414,人多，还是长隆霸气。 不过票还是挺便宜的了，相对来说。,,
,2017-10-18,M32****655,这个很值得去，有好多好玩的，风景环境都不错,,
,2017-10-15,_WeCh****763494,很刺激，很好玩，玩了还想去玩。,,
,2017-10-15,初秋谁负了谁,很快乐开心。很大。不过有时候人多,,
,2017-10-12,M23****0804,很值！刺激惊险  值得拥有！！,,
,2017-10-09,就这么个社会,应有竟有，环境优美交通便利。,,
,2017-10-09,浅笑angel,值得去，挺好玩的，很不错，推荐你们去哦,,
,2017-10-07,_WeCh****268268,过山车还是不错的，孩子小就别去了很多不能玩。吃得太贵，趣味性也不强。,,
,2017-10-07,_U3****8223,乐园里面挺好玩的，一张门票可以通玩。,,
,2017-10-07,湘雅南山,建议不要挑特价去，一下午可能就玩一个大项目,,
,2017-10-06,清逗,大人放飞心情，小孩快乐游玩的好地方,,
,2017-10-05,M47****828,"之前评论大家都没明说一点：那就是如果你宝贝1.2M以下就真的不要去了！除了出口,专给宝宝玩的七彩世界，全院就没有能玩的，性价比低到下世纪去了……",,
,2017-10-05,M24****2434,游乐设施齐全，很刺激。就是人有点多，排好长的队,,
,2017-10-04,M23****6782,"如果好多次了，都是一百多的票，这次,.9确实便宜，可是去那儿都是看人，排队都排死人，总共玩了两个项目。不过那么热的天，那个零下十八度确实好玩",,
,2017-10-04,_CFT01****3997479,人太多了，不值得，排了两个小时队，才玩了两分钟的云霄飞车,,
,2017-10-04,139****8227,玩的项目确实不错，刺激的项目都要1米4以上。,,
,2017-10-03,_WeCh****115501,不值得，不好玩，下次不会再去了,,
,2017-10-03,M23****4324,还不错  29块完了所有的东西,,
,2017-10-02,_WeCh****12658,不错价格很便宜玩的很开心，赞。,,
,2017-10-02,_CFT0****6740,请问这里买了票都能玩吗，还没买票,,
,2017-10-01,_WeCh****651362,好非常好  ，一个字赞，真的不错,,
,2017-09-30,138****4651,好玩，非常值得去！！！减压好地方,,
,2017-09-30,M24****4631,还不错，好玩，景色不错，活动也很是新颖！玩的还蛮开心！,,
,2017-09-29,M60****855,玩的东西还是很不错的，体验很好，就是人比较多，排队排到怀疑人生,,
,2017-09-28,M53****941,云霄飞车一点都不刺激，还不如跳楼机,,
,2017-09-28,三生的27,"抢购的特价票，一共玩了6个点，超级值。开始玩的是  ,，太刺激了，回来以后脖子超疼的，蛮害怕 的。一定记住不要带东西，因为侥幸带了小米手环，竟 然给我甩出去了，只留下了个表带，还好没甩到人，忧 伤。 这算里面最刺激的，就是队伍太长了，又总有人插  队，很烦，还很热，闹心。第二个玩的是凤飞九天，坐 在上面不觉得高，下来看发现真挺高的，在上面风景超 好的，就是有点晕，如果害怕的话就看...",,
,2017-09-28,我行我勇,非常好玩，值得游玩，交通便利，地铁直达,,
,2017-09-27,_WeCh****200271,太难排队了       不是这次打折我都不会去,,
,2017-09-27,M23****6134,特价去的，非常棒，很好玩，以后还会光顾。,,
,2017-09-27,_CFT01****2293368,玩的很嗨，尤其这么大的优惠，工作人员也很棒，服务很好，有机会下次还会过去,,
,2017-09-27,M23****6161,挤挤挤挤挤挤挤挤挤挤挤挤挤挤挤挤挤挤挤挤,,
,2017-09-27,M23****1939,去了3次，这是最便宜也是最累  玩的最少的一天。一天就3个项目，以后再也不参与这种会员节之类的票了，心累。之前都和包场似的。,,
,2017-09-26,M23****6171,人超级多，排队两小时，玩耍两分钟一天下来也就玩了八个项目，竹林绿莽挺赞的，还有鱼跃龙门，透心凉！好多特色项目没要到，好心痛。自费玩了个冰雪奇缘，建议穿短裤的女生们别进去了，很冷......嗯，乐园里面表演挺多的，也蛮有意思(听说，没看忙着排队)总体来说这里还是挺值得去的，不过千万千万千万要避过高峰期！避过高峰期！,,
,2017-09-26,M23****7727,真的很垃圾，取个票要一个多小时。最后你会发现不用取票也可以进去。进去之后排队的人也超级多，游玩体验极差,,
,2017-09-26,_WB1****808,明明可以凭短信进入，却不说明，进园都半个小时，垃圾活动。一个项目排队2个小时累虚脱！热，炸，天。下次再也不会去,,
,2017-09-26,_CFT0****1540,好玩是好玩就是人太太多了，一个项目都要排三个小时的队,,
,2017-09-26,M22****0842,其他的都可以，我来这天人还挺多，就是工作人员态度非常不好。,,
,2017-09-26,M23****8772,我是来看人海的么！大项目就别看了，都排到外面来哒！小项目差不多2小时吧。呵呵哒等于是来晒太阳的！,,
,2017-09-26,_CFT0****5765,游玩体验很差  游乐项目少  10点进场11点就陆续离场了,,
,2017-09-26,M46****443,一两万人（主要是活动太火爆），玩个云霄飞车排了两个多小时，然而才刺激那么两分钟。提前看好天气，热的话去的时候带好伞（在你排队的漫长等待中会用得上）今天没带伞，34度的阳光晒在皮肤上，火辣辣的疼,,
,2017-09-26,M23****5015,不吹不黑，景色不错，但是今天搞活动买的特价票，发现里面全是人，根本没有限流，一个项目要拍两个小时以上，一个下午估计就能玩两到三个项目，为了赚钱把活动做的这么差，估计下次没有人会来了，体验真的很差！,,
,2017-09-26,_WeCh****936852,是去挤人头的吧，那么垃圾，坑货,,
,2017-09-26,_WeCh****611920,很垃圾，除了出口，没有一个好地方,,
,2017-09-25,爱吃爱玩的桃子,我和宝贝去的，光顾着玩，没时间拍照， 还有很多地方没玩，时间不够，下次再去，把没玩的都玩个遍,,
,2017-09-25,M23****2897,不要去真的太坑了，这个不开那个不开，再也不会来夜场了,,
,2017-09-25,栋在哪里,不行多说什么，基本上没啥人，空荡荡的，门口电梯直接停了，3个过山车关了俩，其他小项目也关了不少，听说了首富最近有点紧张，没想到抠成这样，大老远来南昌，昨天买了夜场，今天买的白天票，大项目都是设备维护，扫兴至极，下次大设备不开能不能买票的时候能不能提醒？！,,
,2017-09-25,D17****957,"很好的一个休闲放松的好地方，,的好去处。",,
,2017-09-24,_CFT0****1573,12点钟抢票是假的，压根拿不到,,
,2017-09-23,M32****335,很好玩，网上订票也很方便，玩的东西也好多，也不贵,,
,2017-09-23,M56****975,太实惠了，   去了三次了都是买全价票亏大了。不过都是带小孩去玩，过山车那些大型娱乐都不敢玩，不过这个价格真的很实惠。不知道国庆节有没有优惠,,
,2017-09-21,M61****437,主题乐园的娱乐设施多，种类比较丰富，还有花车巡游呢，非常好玩，非常刺激，在合适的天气，合适的时间，与对的人一起，更让人记忆，值得一去哟~,,
,2017-09-20,M58****099,不错的  便宜  好玩  这么多,,
,2017-09-20,M23****0847,不错，好多小孩玩的，玩的超级高兴,,
,2017-09-20,小小可鑫,带着女女狂玩，刺激，好看，玩的很高兴。还会在去的。,,
,2017-09-17,_CFT0****3718,蛮好玩的，就是太多人了，游戏体验不太好，不过总的来说还是不错的,,
,2017-09-17,蚊子家的猪,这次不得不给差评！很多的项目都不开放，但是门票价格一点也没有少。对12岁以下的儿童诸多限制，间接也限制了通行的大人。景区好贼，12岁以上就半价，不到12岁不让玩。,,
,2017-09-16,M23****612,玩的项目很多，惊险刺激的没敢玩吃的东西很贵，建议自带干粮，水上项目比较好玩，最好不要错过，里面，总的来说还不错,,
,2017-09-15,M23****6215,不错的，孩子很喜欢。游玩项目很多，值得一去,,
