cat_user_id,cat_comment_time,cat_user_name,cat_user_comment,cat_user_pic,cat_score
,2018-09-26,凭楼僧语,"给这个评分完全是因为当时拍照的心情，整个4月都在旅行，40天，一个人。心情愉悦。下到赣,周围几十米无人，大楼的灯光亮起来的一瞬间让我想到了香港维多利亚港的灯光音乐表演。当时的心情很值得回味。",,
,2018-09-25,一人一包一票,"秋水广场,  秋水广场地处,赣江之滨，紧邻行政中心广场，于2004年1月28日落成，是利用荒滩兴建，既防洪，又观景，与,隔江相望，再现了千古名篇《,序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；是一座以喷泉为主题，集旅游、购物、观光为一体的大型,。红谷滩秋水广场上音乐灯光喷泉引人注目，是亚洲最大的音乐喷泉群，喷水池面积1.2万平方米，主喷...",共4张》,
,2018-09-24,forever_ping,17年的七夕节去的，那晚在秋水广场淋了一场单身狗的雨，透透的，不过很开心，很想再去淋一回。,,
,2018-09-18,周怀安,美丽的秋水广场，适合休闲，带孩子玩耍,,
,2018-09-16,M22****4159,广场里停了一辆共享单车，特别开心的骑了起来，结果半路杀出品质败坏“程咬金”——城管大叔，刚骑上没一分钟，告诉我要把车抬上去，下边不让骑，我天啊，那之前的人是怎么骑下去的呢，关键明明有一个坡可以骑上去，非要让我抬上去，就这么着我一个姑娘踉跄的把车子抬上去了。事后我心里就不平衡了。这么大个岁数，你没有孩子么，你女儿在外头被别人欺负，你做何感想，垃圾！你就给我指个路让我从坡上骑上去会...,,
,2018-09-14,203****308,"就冲着亚洲第一的喷泉去的，到了那儿是黄昏后，问了很多人都不知道今晚喷泉与否，苦等了一个多小时，还没有喷泉的动向，最后是在,问了一位店主，说是设备检修，停喷一个多月了，不知道何时能喷，啈啈回来。要求管理部门要负责任的发个通知，好让我们外地游客明了。",,
,2018-09-05,新-云,"位于江西省南昌市,的赣江之滨，紧邻行政中心广场，是全亚最高最大的音乐喷泉群，于2004年1月28日落成，是利用荒滩兴建，既防洪，又观景，与滕王阁隔江相望，再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名",,
,2018-08-24,jhq913,"刚从秋水广场回来，本来想看喷泉，谁知听到广播，喷泉维修。问保安，说是最近一直没开，再过一个月应该能开。南昌之星也是在维修，一修就是70天。难道都是豆腐渣，要修这么久。中午就从庐山下来，就是想看这两个,的。",,
,2018-08-14,M38****507,"亚洲最大的音乐喷泉，对面腾王阁，还有啊,！值！",,
,2018-08-14,hevenkiller,赣江江畔，一片滩涂焕新颜，霓虹闪烁耀天边。清风徐来，繁星点点。,,
,2018-08-10,戈登海沃德,"南昌的一大广场，在赣,上，既可以看到对面的滕王阁，又可以看到不远处的,，还有亚洲最,，值得晚,去散散步",,
,2018-08-10,多一些真诚,这里非常值得一去，看一江两岸灯光秀，还有音乐喷泉,,
,2018-08-08,皖北大叔,音乐喷泉值得一看，很美非常漂亮的,,
,2018-08-08,201****987,"免费看喷泉表演，,灯光配合很好.",,
,2018-08-07,Ivan Ding,"公园管理太差了！人群都在等喷泉，管理处等到8:00多喷泉应该开始时才广播通知说喷泉升级改造不能使用，还“请大家不要滞留与等候，有序离开”。既然是升级改造，就肯定不是当天临时出的状况，不是临时决定，为什么不,通知？！只能说明完全没有为市民和游客考虑过。这样一点小事可以想象到其他管理方面肯定也不会好了。差评。",,
,2018-08-07,M13****495,灯光不错，就是小吃街的味道太大，游乐园的噪声太大,,
,2018-08-03,E57****33,"秋水广场由“落霞与孤鹜齐飞，秋水共长天一色”而得名，一个观光旅游的大型,。",,
,2018-08-02,真情可贵,八一南昌起义，八一建军节，所以说南昌这座城市历史文化感悠久。而且这座城市建造的速度也很快，三年前去的时候还什么都没有，三年后再去一趟天翻地覆的变化！,,
,2018-08-02,tangzhou,"天黑了我们才到这里，但这里已是,辉煌。秋水广场是一座以喷泉为主题，集旅游、购物、观光为一体的大型,。来这里的人真多啊。秋水广场与滕王阁隔江相望。亚洲最大的音乐喷泉群，喷水池面积1.2万平方米，主喷高度达128米，确实壮观。",,
,2018-07-22,youqyuqi,虽然免费的，但最近在维修，据说2018年8月1日之前喷泉不开放。,,
,2018-07-22,两袋面,"反正不要钱，,还有丰富的小吃，有喷泉灯光表演，而且灯光结合了周围建筑，会有个小娃娃在各个建筑中穿梭，有一个双子塔，建筑很有特色，看着还是挺不一样的",,
,2018-07-18,M22****7400,喷泉很棒，最后一喷很高，放的音乐让人热泪盈眶,,
,2018-07-13,行走的田小爬,秋水广场在赣江旁边，晚上的音乐喷泉很漂亮，不错的地方,,
,2018-07-08,137****4223,"音乐喷泉维修，比较遗憾。,风景不错",,
,2018-07-06,M23****4837,上次去在维修，没有喷泉，不知现在恢复了吗,,
,2018-06-27,腊八爹,晚上去 喷泉很壮观 推荐 一定要去,,
,2018-06-25,houboby,"南昌的秋水广场是当地的著名,。",,
,2018-06-24,zbqg3217,"广场喷泉正在检修，旁边的游乐设施倒是很多，各种刺激的项目，喜欢玩的可以去试试，然后隐隐约约听到游乐项目买一送一？这个可以坐地铁回,了，飘荡回酒店，路走的不多，但是好晒，总觉得没吃饱是辣饱的。",,
,2018-06-20,M38****420,值得一去非常漂亮。下次还可以再去一趟,,
,2018-06-20,天涯乐逍遥,南昌市在滕王阁的赣江对面建了一个秋水广场，取“秋水共长天一色”之意，广场濒临赣江，晚上会有音乐喷泉，两岸灯光辉煌，非常好看。,,
,2018-06-16,_WeCh****24023,"20:40-21:30在,蹓跶，没有音乐喷泉",,
,2018-06-06,_WeCh****21648,喷泉都拆了，这都没有了，别再骗人了。,,
,2018-06-04,听闻你好,地铁一号线开通了么？？各位去秋水广场是怎么走的呀   我是外地的,,
,2018-06-01,静水流深ly,"“秋水广场”，取滕王阁序中“秋水共长天一色”之意。晚上来到秋水广场观看音乐喷泉，随着,奏的变化，喷出的水花时高时低，像一串串跳动的欢快的音符。动感的音乐、炫彩的喷泉、加上灯光秀，构成了一副副神奇美妙的画面。夜晚来到南昌秋水广场看音乐喷泉和灯光秀是一种享受。",,
,2018-05-27,baozoushenlong,"秋水广场位于,区,北侧，靠近新开发的,了，这里和市区相比人气稍微弱一些，不过作为新区，这里附近可是大票的写字楼金融中心以及高级小区，未来发展趋势应该不错，从市区打车过来大概几十元吧，因为要过个,。一大早从附近的喜来登酒店步行过来，赶上下雨天公不作美啊。",共12张》,
,2018-05-23,一人一包一票,秋水广场，一个看亚洲第一音乐喷泉的地方，值得一去,,
,2018-05-15,欧阳k-xin,总共有两场喷泉秀，第一场的表演时间提前到19时50分开始，到20时10分结束 ，第二场表演时间是20时45分到21时,,
,2018-05-10,M38****064,"音乐喷泉太漂亮啦！还有美,办得极棒。",,
,2018-05-10,塘桥老陈,绝对震撼，不过一定要注意安全，声光电效果特别喜欢。,,
,2018-05-09,tvrl8723,去晚了，刚到的时候赶上最后十分钟，,,
,2018-05-07,老头Online,"位于赣,  音乐喷泉很壮观   周围建筑的,不错",,
,2018-05-05,107****530,"由于回程票没有了，所以直接从江山去了南昌，晚上就去了赣,的秋水广场，两岸的灯光和音乐喷泉一定会留住你的脚步！太棒了！",,
,2018-04-29,一泓茗茶,"秋水广场名取自""秋水共长天一色""，与滕王阁隔江相望，沿江风光带修得很有文化气息，适合漫步。秋水广场音乐喷泉每天晚上8点多会开放，喷泉五光十色，花样繁多，极具观赏性。",,
,2018-04-21,新市骆统,晚上去的秋水广场 刚好赶上喷泉 妈妈兴奋的像个孩子 拍照拍的不亦乐乎 很好看的喷泉 虽然没有西湖喷泉那么壮观 但晚上也看很美 看过喷泉又去游乐场玩儿了一会 基本都是20元一个 很漂亮的广场,,
,2018-04-20,M22****6044,全景观光台，日、夜双景，值得一看。,,
,2018-04-20,M27****975,全景观光台，日夜双景，值得一看。,,
,2018-04-20,天机子,"位于赣,，周末晚上的喷泉表演还是很不错的，就是太难停车了。",,
,2018-04-15,甜甜旅游,上班地方可以直视它，每晚8点看喷泉,,
,2018-04-13,_WeCh****066653,"秋水广场,超美的～～喜欢，照亮最美南昌！还有音乐喷泉～8点20最后一场",,
,2018-04-13,M16****083,广场很大很壮观，去的时候没有看到传说中的喷水！,,
,2018-04-10,了油刘吃凹超,"秋水广场在,的江对面......夜景还是挺好的，晚上7.30左右会有音乐喷泉，听导游介绍据说是亚洲第几大来着？挺壮观的，前来观看的人也很多，选择的音乐也算合适吧符合大众口味。",共4张》,
,2018-04-05,sayq1,记得几年前都还喜欢夏天骑自行车去秋水广场然后站在喷泉下弄的一身湿。,,
,2018-04-02,悠然见五山,"秋水广场在赣江西岸，与东岸的滕王阁隔水相望。广场的名称来自王勃《滕王阁序》“落霞与孤鹜齐飞，秋水共长天一色”。这里有亚洲最大的音乐喷泉群，每天晚上有激光表演（,是亚洲最大的喷泉广场）。这里有亲水带，可步行到赣,，看看,流域第一大河。,高楼林立，展示了这座城市的现代气息。",,
,2018-04-02,江忆尘,"秋水广场于2004年1月28日落成，位于江西省南昌市,的赣江之滨，是一座以喷泉为主题，集旅游、购物、观光为一体的大型,，被客商誉为“下一个浦东”。",,
,2018-03-30,M23****4618,"于2004年1月28日落成，是利用荒滩兴建，既防洪，又观景，与滕王阁隔江相望，再现了千古名篇《滕王阁序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境——秋水广场正是由此而得名；是一座以喷泉为主题，集旅游、购物、观光为一体的大型,。红谷滩秋水广场上音乐灯光喷泉引人注目，是亚洲最大的音乐喷泉群，喷水池面积1.2万平方米，主喷高度达128米，是南昌市一靓丽景观。人们可一边欣赏音乐一边观看滕...",,
,2018-03-29,行者ehorse,"秋水广场是南昌新城的地标性建筑，就在赣江边上，与行政中心广场连在一起，与当地最著名的景点,隔赣江相望，最大特色就是曾经是亚洲第一的音乐喷泉，也是欣赏夜景的绝佳地点，是南昌必游景点之一。秋水广场的名号也是很有渊源，取自《,序》中的“落霞与孤鹜齐飞，秋水共长天一色”的意境，这也不难理解为什么其建在与,隔河相望的位置了。这里是南昌市新城区的最核心地段，是当地最繁华的行政与...",共8张》,
,2018-03-28,闫毛毛,"的,吃了晚饭，沿着,走到秋水广场，正好赶上晚上的音乐喷泉，规模、选取、音乐灯光水流的配合都很棒，确实是此次南昌之行的亮点。",,
,2018-03-27,qqwpp,"秋水廣場适合晚上去，很多人但又不会拥挤，恰好在热闹的程度上，晚上大概是整点吧还有精采的水舞表演，饿了旁边还有台湾美食街，不过东西不太道地就是了，吃饱了还可以去,散步，,的风很凉爽很舒服，我是12月底去的也不觉得过于冷咧，整体来说是个晚上散步的好去处。",,
,2018-03-22,M53****318,秋水广场是江西人的骄傲也是全国人民的骄傲，是全国最大的喷水广场；夜色美极了。,,
,2018-03-21,莞邑虎岭,南昌新区的一个广场，晚上观景必去的地方，交通方便,,
,2018-03-16,小玲,位于赣江西岸，南昌市红谷滩核心区，晚上有音乐喷泉和大型灯光秀。,,
,2018-03-15,hsn0825,南昌人休闲娱乐，散步的好去处。,,
,2018-03-14,人大夫关,值得看看。广场很大，有文化底蕴，喷泉广场为其提供全方位视角。依江而建，小吃一般，没有太多的选择……,,
,2018-03-07,brok3848,晚上看喷泉很好看，节假日的时候人也很多，最好晚饭吃完后去看，还是很不错的,,
,2018-03-07,M16****083,去的时候没有赶上喷水，走走看看也还不错！,,
,2018-03-05,劳申瓦斯庞涓,风景这边多好，走走看看江景放放风筝,,
,2018-02-23,M53****347,晚上去有喷泉，比较好玩。，待了3年，每年都去十多次体面好，，春游，，晚上吹风贴别舒服,,
,2018-02-22,M53****705,，春节期间去得的，喷泉和灯光秀超级美，灯光秀还有寓意很好的故事，带孩子去玩的很高兴。,,
,2018-02-22,E13****40,"秋水广场位于红谷滩行政中心广场，风景很美，喷泉造型漂亮，尤其是,，五彩缤纷喷泉，悦耳音乐，晚上站在喷泉边上，心旷神怡，值得一看。",,
,2018-02-22,昨夜_无眠,不错的地方，带小孩一起去的，一直玩到天黑都不愿意离开。,,
,2018-02-20,hehe800900,"南昌好玩的地方不多，所以秋水广场喷泉就成为一个比较值得去看的点了，,交通方便，喷泉还蛮壮观的，就是音乐配得比较老土，音响效果也不是很好。",,
,2018-02-17,d07****65,喷泉很棒！很好看~很值得一看！,,
,2018-02-17,_WeCh****24445,我们是晚上去的，秋水广场，晚上的喷泉很漂亮！每天晚上7点30分开始，时间大概20分钟，如果遇到下雨会停！大概是9点的时候还有一场,,
,2018-02-15,马百人,"贴士： 1，秋水广场在赣江 西岸，要过,，如果是自己过去，注意过大桥 的路，在滕王阁和省博旁边，实在找不到，问问当地人。 2，广场上 的,特贵，分量也少，不是饿了，建议不要买。 3，夏天去最好，秋冬季就冷了。 4，第一场的表演时间,时50分开始，到20时10分结束。第二场表演时间是20时45分到21时。",,
,2018-02-14,Charles667799,晚上来看音乐喷泉还是不错的，人很多,,
,2018-02-09,_WeCh****93035,"秋水广场，绝对无敌。各地的喷泉，各式的美景，大家多少也见过。但当你看到，八点整，赣江对面的大厦，你身后左右的大楼，远近环绕360度，,大屏全部亮起的那一刻，你就明白我为何极力推崇。秋水广场，名至实归。",,
,2018-02-05,青山大人,南昌市中心的秋水广场，非常的繁华，商店林立。,,
,2018-02-02,淘胡子,秋水广场在十年前什么都没有，十年后这里人山人海，是南昌市民夏天晚上的必去处，这里有音乐喷泉，一排排随着音乐的律动而飞舞，整齐有序。喷泉出来的时候，在灯光的映衬下五颜六色，很是凉爽。其中最有特色的就是主喷了，最高可达100多米，尤为壮观。主喷分两次，晚上八点半一次，九点一次。冬天一般都不怎么会开，夏天是每天都有，主要是主喷一开，周边会洒到水，所以夏天尤为好。秋水广场依托着赣江边上而...,,
,2018-01-22,Cy丶簡簡單單,和她在一起，在哪里都是最美的风景。,,
,2018-01-22,秃尾巴兔爱虎,不错不错，喷泉很好看，音乐也很好听,,
,2018-01-22,高尔基-Leninskiye艾…,觉得一到晚上就真的很漂亮，灯光都打开了，然后特别美。,,
,2018-01-19,JOY7799,还是不错的一个地方，也算给当地市民一个休闲放松的地方。,,
,2018-01-16,建筑工程安全生产平安,美，美。环境优美！风景优美。太美,,
,2018-01-16,ajpprincess,"晚上忙完了临时决定出来小逛一圈！,夜景,！双子塔秋水广场台湾美食漂亮～错过了喷泉夜宵，特色拌米粉！据说这个是当地特色",共15张》,
,2018-01-06,YYyy_Queen,"晚上的喷泉表演很炫酷…再加上远处繁华的城市高楼大厦。。这座城市也很繁华呀。。 每场表演大概有十来分钟吧。。提前一点能占个好位子。。也可以多走走换个角度看看。。 旁边有一条热闹的美,，还有碰碰车什么的游乐项目。。",,
,2018-01-03,498534,主要为了音乐喷泉还有小吃街～～～台湾小吃街上买的蚵仔煎，不太好吃,共8张》,
,2018-01-01,Summer-fen,喷泉特美，还有很多刺激性项目，还有好多吃的,,
,2017-12-28,沉迷旅游的傻子,"没事就经常去赣,上，秋水广场每天都有好几场免费的喷泉，朋友来南昌我一般也会带他们去秋水广场，没事的时候喜欢去赣江的江心岛走走，在,坐一坐，很舒服。（原谅我拍,没带单反没带脚架就手抖抖抖抖抖）",,
,2017-12-24,无洲可渡,"秋水广场主要在于,！ 重点是秋水广场上有条美,！吃货们可以去哦",,
,2017-12-21,灰太狼先森loveyou,"网上查的,.50，20.45两场音乐喷泉，结果不是这个这个时间，幸好去的早刚好赶上了，音乐喷泉旁边有个台湾美食街，看完喷泉还能顺便吃个夜宵",,
,2017-12-18,sin****12,"就是一个街边的市民公园，除了周五晚上有音乐喷泉，真没什么可看的。尤其摆设了什么鬼屋，小孩子玩的各种小海盗船，旋转木马什么的。满地的喜洋洋灰太狼的小车，和县城的,更相似了。",,
,2017-12-17,多一些真诚,"值得一去，喷泉很值得一看。靠近赣,，,还有宵夜，热天也是乘凉的好地方。",,
,2017-12-14,零星小雨88,"秋水广场是我们南昌市最好玩的广场之一，这里有亚洲大三大的电子音乐喷泉和摩天轮！我和我的小伙伴们都惊呆了！都会约他们经,玩儿！强力推荐给大家",,
,2017-12-12,橙色的梦2014,"冬日的赣江之上，小风飕飕的，从摩天轮开始到秋水喷泉，一路之上继续欣赏滕王阁的,，。双子大厦可以说是南昌标志性的建筑了，虽然说江上有雾，但是更添意境。",,
,2017-12-09,五八年的风,秋水广场的喷泉确实很棒，很漂亮。可以作为晚上散步消食的地方。,,
,2017-11-25,忽然很好,很美，有江西特色，革命老区。加油,,
,2017-11-22,M24****8440,"夜晚的秋水广场很美，音乐喷泉很漂亮，配合周围的灯光秀，滕王阁的,很不错，老人孩子都喜欢，值得一去～落霞与孤鹜齐飞，秋水共长天一色！",,
,2017-11-20,北京鹏爷,"新区，高楼耸立而已，,全是新建的现代高楼，另外两边看看，也就没什么了，两边的美,，人很稀少，还要充值，才能购买，很麻烦",,
,2017-11-20,梁清荣,"水柱雄伟壮观 小吃景色丰富 绵绵美味 乐在其中 ,水 南昌最美 一句句市民口中的话让我爱上了这个城市 吃着小吃 望着壮观的大楼 心中了然",,
,2017-11-19,300****729,广场位置很好，来去方便，人很多，喷泉效果一般。倒是周围建筑楼群的灯光编排比较有新意。,,
,2017-11-19,300****714,首先先说一下，冬季开放时间，第一场是从7:30分哦！ 虽然是冬季，看的人很多！喷泉很棒，随着音乐波动，呈现不同造型，再配合灯光，很吸引人。,,
,2017-11-18,晓张xz,喷泉是飞场给力的    晚上过去可以隔江相望滕王阁 同时喷泉完毕后秋水广场的四周楼房的霓虹灯还可以公共闪烁映出一个小动画片，景色特别优美,,
,2017-11-15,changstar,秋水广场的音乐喷泉非常好看。。。,,
,2017-11-15,liq****888,喷泉，灯光秀都很漂亮，晚上8点开始,,
,2017-11-15,139****5400,晚上灯光很雄伟，沿岸的大楼很漂亮，可惜，喷泉没欣赏到！不过，菊花展确实美！,,
,2017-11-14,本人刘多宝,两边有很多小吃店，但是人迹寥寥。整个广场也就是在音乐喷泉开启的时候才会人多一点。 音乐喷泉整体效果不错，但算不上惊艳，有些喷嘴坏掉了，所以喷泉整体形状有不足。因为不要钱，所以性价比给个“很好”的评价(●—●),,
,2017-11-08,释净一,南昌秋水广场，去了，看了，就是音乐喷水……,,
,2017-11-08,139****9875,"南昌的秋水广场也是很有名的，广场很大，平时人也挺多，在赣,，滕王阁的对面，最有名的就是喷泉，喷泉的水池也很大，晚上很漂亮。",,
,2017-11-07,一个人的世界,音乐喷泉很好看，就是人太多了。,,
,2017-11-06,M15****098,"真的可以去逛逛，很漂亮，可以说人山人海！我当时是五月份去的，不热晚上凉快，喷泉开始了更凉快，看完喷泉，旁边可以赣,散步，搭帐篷的人人多得着不住，你们懂的，情侣特的别多，大学学生多，其它人也多，最好是热天晚上去",,
,2017-11-04,M47****913,这里可能只适合散步，和小吃一条街，游乐设施只能是一般，没有万达的好，而且也感觉很危险,,
,2017-11-04,洛洛小仙女,这学期第一次来秋水广场，不得不承认触景思往，不过有你的陪伴，不愉快的情绪也就烟消云散～ 你总是说我走的快，我只想在人群中为你开辟一条路，我们以后都放慢脚步吧，这条路要慢慢走～,,
,2017-10-29,w85n,"在滕王阁对岸，推荐晚上来，既可以远眺滕王阁的,通明，又可以欣赏秋水广场独特的喷泉灯光秀，这里还有一个棒棒的,，可以大快朵颐。而且,还有个,推荐去坐坐。",,
,2017-10-28,M23****592,每晚都有噴泉秀，覺得很震撼！非常值得來，而且！免費！,,
,2017-10-24,_M13****9628,散步休闲好去处,,
,2017-10-23,导演您说我躺哪,秋水广场的喷泉特别好看很壮观。,,
,2017-10-22,陈冠希的迷妹啊,七点半左右去等喷泉，很震撼。不愧是亚洲最大音乐喷泉，八点准时开始，坐地铁到秋水广场五号出口，下一个铁楼梯就到了非常好找的，改善交通便利吧对面是双子塔 晚上特别美,,
,2017-10-21,小兔月野兔,本来打算没时间就不去了，但是去了之后觉得没去会遗憾，喷泉很不错，还有一圈的灯光效果也很赞，人真的是很多，每天晚上有两场，八点的一场去的时候已经快接近尾声了，后来又看了第二场，就是结束后不好打车，好多人等车，滴滴打车也叫不到车,,
,2017-10-18,_U3****8223,每当夜色降临，广场上便有大量的人群来这里漫步、赏景。,,
,2017-10-11,安静的小火车,喜欢音乐喷泉和边上的台湾美食街，可以说是可以完成逛吃逛吃的完美衔接,,
,2017-10-09,288****792,"在赣,上、浏览赣江的景色、、",,
,2017-10-09,M47****828,要来晚上来，喷泉绝对值得你驻足欣赏，只是尽量避开重大节假日，慕名而来的游客太多，人潮一涌动，容易把你干池子里去。,,
,2017-10-08,蓝羽,到晚上的时候音乐喷泉很是好看，小吃也很多，一些娱乐设施性价比也高，很是适合情侣去呢,,
,2017-10-08,四月蓝风,这是我至今见过最美的喷泉，特别棒，水很大，会喷出来很多小水滴，当天有带伞，离喷泉近的好多人都是打着伞看，喷泉很给力，推荐去看。,,
,2017-10-08,M28****377,晚上的秋水广场人山人海，但是值得去看喷泉表演,,
,2017-10-03,_WeCh****09725,一个字，炫，配合动感的音乐，是来南昌必来看的,,
,2017-10-03,宇and凌,第一次坐南昌的地铁1号线，这次回南昌很多地方在施工，地铁应该在修建，希望以后交通能越来越方便晚上我们找了家粉店，在特别多商场的地方，没记住在哪个地方秋水广场的喷泉一直很有名，我和先生晚上8点出头来的，刚来时喷泉不算高，本来准备离开，广播提醒游客们主喷泉即将喷出，大伙都纷纷往后退，主喷泉喷水高度感觉过百米，很震撼，相隔较远，也还是被淋着了。后来大厦也随着音乐喷泉舞动着灯屏和闪现各种...,共5张》,
,2017-10-01,红色最甜蜜,终于到了南昌，感觉离家不远了。第二次来秋水广场，终于看到了喷泉。很漂亮,,
,2017-09-30,M54****934,在南昌读书的时候晚上的好去处，亮点喷泉，赣,,
,2017-09-28,M48****426,广场好大，音乐喷泉很好看，沿江散步感觉很好！,,
,2017-09-27,M39****785,音乐好听！,,
,2017-09-27,moveyang,一般般吧，喷泉是亮点，其他的就，反正还是值得去看看的,,
,2017-09-25,_U3****8223,这里的喷泉总能吸引不少的市民来观看。,,
